mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_num_leaves,param_min_data_in_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.9098105430603027,0.2367284559254156,0.007566690444946289,0.000718133936951424,100,5,12,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 5, 'max_depth': 12, 'learning_rate': 0.2}",0.9400521085517973,0.9201540199672592,0.9063544764935095,0.922186868337522,0.01383189444620166,34
0.5956263542175293,0.025583163751971356,0.005711078643798828,0.0001804500539092129,70,10,8,0.4,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.4}",0.9393258167900209,0.9147587097369209,0.9104240160475895,0.9215028475248438,0.012726378574066008,50
0.6218023300170898,0.12812820966279043,0.005919615427652995,8.082479697108916e-05,150,10,12,0.4,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 12, 'learning_rate': 0.4}",0.9446519563763806,0.9113808766226279,0.9098360655737704,0.9219562995242595,0.016060640092185743,42
1.0773117542266846,0.013747879503885781,0.007459561030069987,0.00012288657810215998,150,5,16,0.2,"{'num_leaves': 150, 'min_data_in_leaf': 5, 'max_depth': 16, 'learning_rate': 0.2}",0.9362477231329691,0.9149892785501832,0.9072652233058957,0.919500741663016,0.01225455829804884,130
0.968001921971639,0.18742629690327567,0.006712516148885091,0.00018275851557699195,150,5,24,0.3,"{'num_leaves': 150, 'min_data_in_leaf': 5, 'max_depth': 24, 'learning_rate': 0.3}",0.9432339581748171,0.9117497867238478,0.9089599040833735,0.9213145496606794,0.015541154257736537,62
0.5629839102427164,0.03342295519566889,0.005297104517618815,0.0005895843632195147,150,30,5,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.1}",0.9365705194715362,0.9138940766871871,0.9173756657674483,0.9226134206420573,0.009970985288419986,27
1.187381903330485,0.3145256768066465,0.007438977559407552,0.000892961776384108,70,10,8,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.1}",0.9359825689977173,0.9122916234350142,0.910965852758756,0.9197466817304959,0.011493257254783458,124
1.6141746044158936,0.12231834199174867,0.007702747980753581,0.0001793246217543951,50,5,8,0.05,"{'num_leaves': 50, 'min_data_in_leaf': 5, 'max_depth': 8, 'learning_rate': 0.05}",0.9380000461137626,0.9030458140231953,0.916949113462913,0.9193316578666236,0.014369109776114686,135
0.6131366093953451,0.15743491630543488,0.0051953792572021484,0.0004696391336989913,50,5,5,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 5, 'max_depth': 5, 'learning_rate': 0.2}",0.9370316570980608,0.9107006986235042,0.9131793133660742,0.9203038896958797,0.011871521510366028,91
0.978623628616333,0.11197736996794586,0.0077741146087646484,0.0006428466432210131,100,30,8,0.1,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 8, 'learning_rate': 0.1}",0.9375504369279011,0.9152544326854349,0.9095593829978559,0.9207880842037306,0.012078651949427878,76
0.492404301961263,0.13646092284271566,0.004821062088012695,0.00040977507354312946,100,30,5,0.3,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.3}",0.9312443798851767,0.9143667427543751,0.9117613151645109,0.9191241459346875,0.008636052975460832,152
3.484865744908651,0.13087364335647056,0.014306068420410156,0.0013990843188880146,150,10,16,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 16, 'learning_rate': 0.05}",0.9360517396416961,0.9097438380484655,0.907311337068548,0.9177023049195698,0.01301295716380416,179
1.6611100832621257,0.21235077380132872,0.009378671646118164,0.0004615872769113633,100,5,12,0.1,"{'num_leaves': 100, 'min_data_in_leaf': 5, 'max_depth': 12, 'learning_rate': 0.1}",0.935752000184455,0.9120610546217517,0.9015932304996426,0.9164687617686164,0.014289303652602241,195
0.6430792808532715,0.018353949357245665,0.00535281499226888,5.121000696356083e-05,50,10,5,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 5, 'learning_rate': 0.2}",0.9327776624933711,0.9161075372945056,0.9114039335039543,0.9200963777639437,0.009170322020744583,111
0.5917795499165853,0.08900543815734151,0.006934563318888347,0.0006776610809732805,150,30,8,0.4,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 8, 'learning_rate': 0.4}",0.9372045837080076,0.9104816582509049,0.9094671554725507,0.9190511324771543,0.012843108337808948,158
0.5421590010325114,0.06802199251953245,0.004971663157145183,0.0005503220843955081,100,10,5,0.4,"{'num_leaves': 100, 'min_data_in_leaf': 10, 'max_depth': 5, 'learning_rate': 0.4}",0.9382536718083512,0.9080261003896613,0.9057549975790274,0.9173449232590133,0.014813761651894195,188
0.7029352982838949,0.05050864224219476,0.009773333867390951,3.9265222956533265e-05,150,50,12,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 12, 'learning_rate': 0.05}",0.9362707800142952,0.9194623135274722,0.9016854580249476,0.9191395171889051,0.014121243391520854,151
0.3689713478088379,0.026211130898986135,0.006864388783772786,0.00013912458985142372,100,50,16,0.4,"{'num_leaves': 100, 'min_data_in_leaf': 50, 'max_depth': 16, 'learning_rate': 0.4}",0.9391644186207373,0.9188513061723271,0.8995411680616081,0.9191856309515575,0.01617785164994389,147
