mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.4635043144226074,0.046871700514797256,0.006025950113932292,0.0005608223068647037,3,10,0.25,0.4,0.7,"{'min_child_weight': 3, 'max_depth': 10, 'learning_rate': 0.25, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.9381038020797307,0.9100320490650434,0.9044292269027692,0.9175216926825144,0.014732397959932855,182
1.2905236879984539,0.021681022953392682,0.006204525629679362,6.831883817911702e-05,7,6,0.05,0.1,0.5,"{'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.5}",0.9431878444121647,0.9110119665214085,0.8982153973853495,0.9174717361063075,0.018919596810580933,184
2.329396645228068,0.10467755461554357,0.007034619649251302,0.0003436935557867851,1,15,0.1,0.0,0.4,"{'min_child_weight': 1, 'max_depth': 15, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.4}",0.9377810057411635,0.917341080445459,0.8946069954577944,0.916576360548139,0.017634008589051873,212
0.6236450672149658,0.005410490198693566,0.004991054534912109,0.0005134250225430903,3,3,0.05,0.3,0.5,"{'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.5}",0.9437123884623365,0.9065965737474349,0.8986765350118743,0.9163284990738819,0.019631434009814187,218
1.409538984298706,0.0471847906556939,0.006031195322672526,0.0002454734605935712,7,15,0.1,0.3,0.5,"{'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 0.5}",0.94450208664776,0.9164188051924096,0.8964976597265454,0.919139517188905,0.019691926540835035,107
1.431610107421875,0.03131994740800613,0.005598306655883789,0.0005685577808679669,5,10,0.2,0.2,0.4,"{'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0.2, 'colsample_bytree': 0.4}",0.9359249267944018,0.9171105116321967,0.902135067210809,0.9183901685458024,0.013824297306605553,150
1.2962679862976074,0.029707639238197768,0.006423393885294597,0.0010454626571470527,1,6,0.2,0.4,0.7,"{'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.2, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.9341956606949344,0.9077378893730833,0.9053630305964815,0.9157655268881664,0.013068087405424733,233
0.6183849970499674,0.014239297286596774,0.0048525333404541016,0.00016409400111278436,5,3,0.2,0.1,0.4,"{'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.4}",0.9356828295404762,0.913663507873925,0.8985612506052432,0.915969196006548,0.015242266978916966,231
1.232150634129842,0.04867954774051188,0.00550993283589681,0.0001582448527462599,7,15,0.15,0.2,0.5,"{'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.15, 'gamma': 0.2, 'colsample_bytree': 0.5}",0.9410435544488254,0.9200502640012912,0.8961518065066519,0.9190818749855895,0.018339767197544737,111
1.7092817624409993,0.059865371352107025,0.006361246109008789,0.0008641477589793432,3,12,0.1,0.3,0.3,"{'min_child_weight': 3, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9323165248668466,0.9127873463835281,0.8926932743077172,0.9125990485193639,0.01617667226352243,278
1.0754636923472087,0.05710955089813239,0.005106528600056966,0.00014965653201675058,5,10,0.3,0.4,0.7,"{'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.9442715178344976,0.912372322519656,0.899264485485693,0.9186361086132822,0.018900343954217927,132
1.4592304229736328,0.03423690584265969,0.0062062740325927734,0.0003457842663629891,5,15,0.1,0.0,0.4,"{'min_child_weight': 5, 'max_depth': 15, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.4}",0.939637084687925,0.9142860436697332,0.9000368910101219,0.9179866731225933,0.01637711469480936,164
1.982592264811198,0.04238570657858507,0.005763848622639974,0.00042128737584272376,1,15,0.2,0.3,0.5,"{'min_child_weight': 1, 'max_depth': 15, 'learning_rate': 0.2, 'gamma': 0.3, 'colsample_bytree': 0.5}",0.9406400590256163,0.9199926217979756,0.9062968342901939,0.922309838371262,0.014115981269293488,24
0.9970862865447998,0.01881369436266348,0.005462646484375,0.0005337639125927576,5,5,0.1,0.3,0.5,"{'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 0.5}",0.939337345230684,0.9130640289594429,0.9051439902238824,0.919181788138003,0.014614299268876694,104
1.1273366610209148,0.04098657749378067,0.005914370218912761,0.00012585209245939726,5,5,0.15,0.3,0.7,"{'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.9431532590901756,0.917756104309331,0.9054667865624496,0.922125383320652,0.015692577910269952,26
1.7993491490681965,0.029346786230953853,0.005129337310791016,0.0003091851134567073,1,10,0.3,0.1,0.7,"{'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9363860644209263,0.9131447280440848,0.9016854580249476,0.9170720834966529,0.014436091615583313,195
1.3026450475056965,0.10174743125810128,0.0052522023518880205,0.0005046389795687057,5,10,0.3,0.2,0.7,"{'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.3, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.9366512185561781,0.9149892785501833,0.9104931866915681,0.9207112279326432,0.01141975441385269,54
1.3739581902821858,0.11472690803815087,0.006320397059122722,0.0002725930672668218,5,12,0.2,0.2,0.4,"{'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.2, 'gamma': 0.2, 'colsample_bytree': 0.4}",0.9368587304881142,0.9145396693643217,0.8977657881994882,0.9163880626839748,0.016013056185366668,216
1.2860770225524902,0.020914206356388736,0.0053136348724365234,0.0008116398074181478,7,12,0.1,0.4,0.3,"{'min_child_weight': 7, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.3}",0.9371123561827027,0.9084526526941966,0.8935463789167878,0.9130371292645624,0.018078747428066446,269
0.9046585559844971,0.05614897028627231,0.005669037501017253,0.0004614401056120297,3,4,0.25,0.2,0.7,"{'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.25, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.9345069285928386,0.9146203684489637,0.9083373682875655,0.9191548884431225,0.011154457265323764,106
0.7206606864929199,0.0643802898910154,0.004683971405029297,0.0001894401276371907,5,3,0.25,0.3,0.4,"{'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.25, 'gamma': 0.3, 'colsample_bytree': 0.4}",0.9314749486984392,0.9064582324594775,0.9058933388669848,0.9146088400083006,0.011928369347998029,254
1.0463953812917073,0.035131572237007,0.006192604700724284,0.0011640006279972092,7,12,0.3,0.1,0.3,"{'min_child_weight': 7, 'max_depth': 12, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.3}",0.9328814184593391,0.9103433169629476,0.9029766433792165,0.9154004596005011,0.012721501795270419,243
1.289241075515747,0.06566590209362189,0.006450653076171875,0.0008342966863585687,5,6,0.05,0.2,0.5,"{'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.5}",0.93991376726384,0.9162689354637892,0.9009015240598556,0.9190280755958282,0.016045735064763658,116
1.3366531531016033,0.06002286396027994,0.005251010258992513,0.00023081909442131845,7,10,0.2,0.3,0.7,"{'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.9399137672638399,0.9192202162735468,0.9030688709045215,0.9207342848139694,0.015079918204708586,51
1.5255601406097412,0.048593775240289475,0.005176941553751628,0.0006212142778482848,5,10,0.2,0.4,0.5,"{'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0.4, 'colsample_bytree': 0.5}",0.937239169029997,0.917848331834636,0.9038297479882871,0.9196390829509733,0.013697991233658089,87
1.2229657173156738,0.022532575867424222,0.005787452061971028,0.0005398164613227504,3,6,0.15,0.0,0.4,"{'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.15, 'gamma': 0.0, 'colsample_bytree': 0.4}",0.936639690115515,0.9123031518756773,0.9054667865624495,0.9181365428512139,0.01337806205913956,157
1.0757429599761963,0.057772306012011124,0.0058441162109375,0.0006343320047406274,3,5,0.15,0.4,0.7,"{'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.15, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.9390721910954324,0.9139747757718292,0.9105623573355468,0.9212031080676027,0.012711916878469348,40
0.6820070743560791,0.06543301122794885,0.004861752192179362,0.00045610748859688005,5,3,0.15,0.1,0.7,"{'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9403633764497015,0.9124760784856241,0.905512900325102,0.9194507850868092,0.015058194240064791,93
1.2651992638905842,0.054248423832849973,0.005870660146077474,0.00016367793841388635,5,10,0.25,0.4,0.3,"{'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.25, 'gamma': 0.4, 'colsample_bytree': 0.3}",0.9294113578197414,0.9064467040188143,0.8989647460284521,0.911607602622336,0.012954412329118913,286
0.9162303606669108,0.011462233317495926,0.005220969518025716,0.00071963183065773,7,5,0.05,0.3,0.5,"{'min_child_weight': 7, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.5}",0.9433953563441009,0.9108620967927878,0.8981001129787185,0.9174525220385358,0.019069872339585767,185
1.25629989306132,0.11573200758641304,0.005755424499511719,0.0002531769574500973,5,8,0.1,0.0,0.4,"{'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.4}",0.9414931636346867,0.9132369555693897,0.9001867607387425,0.9183056266476063,0.017239940060314974,152
1.440500259399414,0.028384625246448796,0.005559364954630534,0.0009659473015482263,5,15,0.05,0.3,0.3,"{'min_child_weight': 5, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9305526734453897,0.9182748841391714,0.8900532613958635,0.9129602729934749,0.016955518527641645,272
1.2701420783996582,0.017921556864879364,0.006693919499715169,0.0007210303777408574,5,8,0.05,0.1,0.3,"{'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.3}",0.9312674367665029,0.9183209979018238,0.8897650503792857,0.9131178283492041,0.01733814194203924,266
1.2228802839914958,0.03970695703835965,0.006187995274861653,0.0006896705774512915,7,10,0.1,0.2,0.4,"{'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.4}",0.9404901892969957,0.9169260565815868,0.8972700652509741,0.918228770376519,0.01766857055266976,156
1.5751914978027344,0.03096432713960155,0.005382458368937175,0.00021886681274810185,5,12,0.1,0.4,0.4,"{'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.4}",0.9422886260404418,0.9152198473634456,0.9010168084664869,0.9195084272901247,0.01711986506576673,91
1.2509106000264485,0.02731848006118355,0.005433003107706706,0.000518347079997448,5,8,0.25,0.1,0.7,"{'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.25, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9390606626547694,0.9119227133337944,0.9034147241244148,0.9181327000376595,0.015200464566893798,158
1.2963822682698567,0.07830440896881923,0.005093097686767578,0.00041952245007841624,7,8,0.15,0.1,0.4,"{'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.15, 'gamma': 0.1, 'colsample_bytree': 0.4}",0.9386110534689079,0.9191856309515574,0.89625556247262,0.9180174156310285,0.017311276665043073,162
0.7346885999043783,0.01753739132313587,0.005283037821451823,0.0003169692491601261,5,4,0.3,0.3,0.3,"{'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9343685873048811,0.9048211938853151,0.8947799220677413,0.9113232344193124,0.016803233858276426,288
1.1748793125152588,0.00011895104092018115,0.0050516923268636065,0.000628587688780038,7,8,0.3,0.4,0.5,"{'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 0.5}",0.9470844573562981,0.9134790528233151,0.9009476378225081,0.9205037160007071,0.019479235931973513,61
1.0828393300374348,0.04537769804154119,0.006047725677490234,0.0013191964481606255,7,6,0.15,0.2,0.7,"{'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.15, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.9452860206128518,0.918540038274423,0.906804085679371,0.9235433815222153,0.016103620955085118,10
1.4531906445821126,0.06574535842242321,0.0051000118255615234,0.00015594409889113477,7,15,0.05,0.1,0.3,"{'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.3}",0.9354983744898665,0.9110811371653871,0.8901454889211686,0.9122416668588075,0.018533414494345677,282
1.8650012016296387,0.022371228015500046,0.007038036982218425,0.0005534511746336792,1,8,0.05,0.4,0.7,"{'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.945781743561366,0.90720758110258,0.8987802909778423,0.9172565385472627,0.020461676300409192,188
1.3133803208669026,0.10431392797901468,0.005136013031005859,0.00025926241868499245,5,12,0.15,0.2,0.3,"{'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.15, 'gamma': 0.2, 'colsample_bytree': 0.3}",0.9350948790666573,0.9082797260842498,0.8956791404394642,0.9130179151967903,0.01643650287077416,271
1.2807943026224773,0.02068975517144748,0.005313714345296224,0.0006421294246758973,7,15,0.05,0.3,0.3,"{'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9338498074750409,0.9131447280440848,0.8893500265154136,0.912114854011513,0.01818154937944738,283
0.930567741394043,0.009047039689995307,0.00504612922668457,0.0001828035748433394,5,6,0.3,0.3,0.3,"{'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9272440109750755,0.9126259482142446,0.894468654169837,0.9114462044530525,0.013406462370419892,287
1.0691953500111897,0.0534633583343613,0.006564776102701823,0.00029352160040841524,5,6,0.15,0.3,0.4,"{'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.4}",0.9367203892001568,0.9196928823407345,0.9065735168661087,0.9209955961356666,0.012341833340444973,46
1.3260900179545085,0.12458504589481226,0.0051203568776448565,0.00032141278909270435,1,6,0.25,0.4,0.7,"{'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.25, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.9388300938415071,0.9195199557307879,0.9124991353669503,0.9236163949797485,0.011132997632788952,9
2.005505084991455,0.1980310065708086,0.005257924397786458,0.00011649821300019868,1,10,0.15,0.3,0.7,"{'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.9387493947568651,0.9134790528233152,0.9019160268382098,0.9180481581394634,0.015380329224917933,159
1.018526554107666,0.04674920871404674,0.00567166010538737,0.0005984241215899115,3,6,0.25,0.4,0.3,"{'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.25, 'gamma': 0.4, 'colsample_bytree': 0.3}",0.9281086440248092,0.9216757741347905,0.902734546125291,0.9175063214282969,0.010770312993203376,183
1.4310286045074463,0.02204292054236216,0.00648800532023112,0.0012169253349271312,7,15,0.05,0.1,0.4,"{'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.4}",0.9436374535980262,0.9118535426898157,0.8926702174263909,0.9160537379047442,0.021018182931713283,229
0.7329692840576172,0.0414468825119347,0.004973649978637695,0.00028227517974878825,7,4,0.25,0.0,0.7,"{'min_child_weight': 7, 'max_depth': 4, 'learning_rate': 0.25, 'gamma': 0.0, 'colsample_bytree': 0.7}",0.9449401673929584,0.9202462474925641,0.9039796177169076,0.9230553442008099,0.01683963431270138,13
0.5910523732503256,0.03999891115789296,0.004289309183756511,0.00015182307582710855,5,3,0.25,0.2,0.5,"{'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.25, 'gamma': 0.2, 'colsample_bytree': 0.5}",0.9402019782804178,0.9173871942081114,0.9020082543635147,0.9198658089506813,0.015690714556529244,83
1.0678545633951824,0.08802873129380671,0.005432685216267903,0.0007765209386049595,5,15,0.3,0.3,0.3,"{'min_child_weight': 5, 'max_depth': 15, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9284544972447026,0.9093288141845933,0.8995065827396187,0.9124299647229716,0.01201965860703969,280
1.2222846349080403,0.05665620040418656,0.00566403071085612,0.0004818192853241123,3,15,0.3,0.4,0.4,"{'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 0.4}",0.9374236240806068,0.9148278803808998,0.9035184800903829,0.9185899948506299,0.01409503047677837,134
0.6946163177490234,0.02057910515145181,0.004784425099690755,0.00023483300822679513,7,4,0.25,0.2,0.3,"{'min_child_weight': 7, 'max_depth': 4, 'learning_rate': 0.25, 'gamma': 0.2, 'colsample_bytree': 0.3}",0.9358211708284337,0.9146088400083004,0.8960249936593575,0.9154850014986972,0.01625852952629413,239
1.674573262532552,0.017536231980886004,0.005931774775187175,0.00013215306678323897,3,8,0.1,0.2,0.7,"{'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.9387839800788544,0.9108159830301353,0.9057549975790273,0.9184516535626724,0.014524829766175395,144
0.8428598244984945,0.03668345380378829,0.004814306894938151,0.00012827485799600942,7,4,0.15,0.1,0.7,"{'min_child_weight': 7, 'max_depth': 4, 'learning_rate': 0.15, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9448709967489798,0.9126490050955708,0.8950566046436559,0.9175255354960689,0.020626905193072066,180
0.8690830866495768,0.033411942923092075,0.005406538645426433,0.0007008479580911936,3,4,0.05,0.4,0.4,"{'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.4, 'colsample_bytree': 0.4}",0.9427267067856403,0.9098014802517812,0.8960826358626732,0.916203607633365,0.01957307273312349,225
0.636559009552002,0.01923879300557851,0.0050245920817057295,0.0008191161512629364,3,3,0.25,0.4,0.7,"{'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.25, 'gamma': 0.4, 'colsample_bytree': 0.7}",0.9360286827603699,0.9172719098014803,0.9008208249752139,0.9180404725123547,0.014383817966389694,161
1.4290680090586345,0.057468013731017106,0.0059426625569661455,0.0005114729392053953,1,8,0.25,0.1,0.4,"{'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.25, 'gamma': 0.1, 'colsample_bytree': 0.4}",0.9378732332664684,0.9172373244794909,0.9019621406008623,0.9190242327822739,0.014714990657406779,117
1.5831607182820637,0.033520024334555705,0.00624696413675944,0.000552731722396802,5,12,0.05,0.0,0.7,"{'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.7}",0.9451822646468839,0.9167646584123033,0.9056858269350487,0.9225442499980786,0.016634199853614712,21
1.158445676167806,0.038605164455515706,0.0055116017659505205,0.0002926424225414444,5,6,0.3,0.4,0.5,"{'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 0.5}",0.9353254478799198,0.9199119227133339,0.9125452491296028,0.9225942065742855,0.009491411865787834,19
1.2260473569234211,0.0652364547360336,0.0063025156656901045,0.00048620177061242605,7,6,0.05,0.1,0.7,"{'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9452629637315256,0.9123377371976664,0.9000484194507852,0.9192163734599924,0.01908883585154421,102
1.7316757837931316,0.09468541208976598,0.006511370340983073,0.000707861785686836,3,15,0.05,0.1,0.3,"{'min_child_weight': 3, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.3}",0.9366858038781676,0.9134790528233152,0.8887044338382791,0.9129564301799206,0.019591797918971393,273
1.2075479825337727,0.026446274440321483,0.0056790510813395185,0.0003371192808017125,7,15,0.1,0.0,0.5,"{'min_child_weight': 7, 'max_depth': 15, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.5}",0.9429226902769132,0.9188513061723271,0.897650503792857,0.9198081667473659,0.018494673176923805,84
1.7746566931406658,0.061826174171435745,0.005860567092895508,0.00024758855886721756,3,12,0.05,0.0,0.5,"{'min_child_weight': 3, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.5}",0.9413317654654031,0.9122800949943511,0.9083258398469023,0.9206459001022189,0.014715927942439802,57
1.1703906059265137,0.06302220048049284,0.00577235221862793,0.00013138760246923466,3,8,0.25,0.3,0.3,"{'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.25, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9295612275483618,0.9184247538677919,0.9072652233058955,0.9184170682406831,0.00910230723852168,147
1.2229517300923665,0.06241642260751786,0.005948702494303386,0.0007415873199262661,1,6,0.1,0.0,0.5,"{'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.5}",0.9415392773973391,0.9170528694288811,0.9020774250074935,0.9202231906112379,0.016265457280362893,71
